INDEX,AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,NATIVE_COUNTRY,INCOME
38,19,2,544091,1,9,5,0,2,0,1,0,0,25,0,0
39,31,2,84154,5,10,1,5,1,0,0,0,0,38,5,1
40,48,1,265477,6,12,1,3,1,0,0,0,0,40,0,0
41,31,2,507875,4,5,1,9,1,0,0,0,0,43,0,0
42,53,1,88506,0,13,1,3,1,0,0,0,0,40,0,0
43,24,2,172987,0,13,1,10,1,0,0,0,0,50,0,0
44,49,2,94638,1,9,4,0,4,0,1,0,0,40,0,0
45,25,2,289980,1,9,0,2,0,0,0,0,0,35,0,0
46,57,3,337895,0,13,1,3,1,1,0,0,0,40,0,1
47,53,2,144361,1,9,1,9,1,0,0,0,0,38,0,0
48,44,2,128354,3,14,2,1,4,0,1,0,0,40,0,0
49,41,0,101603,7,11,1,6,1,0,0,0,0,40,0,0
50,29,2,271466,7,11,0,3,0,0,0,0,0,43,0,0
51,25,2,32275,5,10,1,1,2,4,1,0,0,40,0,0
52,18,2,226956,1,9,0,4,3,0,1,0,0,30,5,0
53,47,2,51835,10,15,1,3,2,0,1,0,1902,60,7,1
54,50,3,251585,0,13,2,1,0,0,0,0,0,55,0,1
55,47,6,109832,1,9,2,1,0,0,0,0,0,60,0,0
56,43,2,237993,5,10,1,10,1,0,0,0,0,40,0,1
57,46,2,216666,11,3,1,9,1,0,0,0,0,40,4,0
58,35,2,56352,7,11,1,4,1,0,0,0,0,40,6,0
59,41,2,147372,1,9,1,0,1,0,0,0,0,48,0,0
60,30,2,188146,1,9,1,9,1,0,0,5013,0,40,0,0
61,30,2,59496,0,13,1,5,1,0,0,2407,0,40,0,0
62,32,5,293936,8,4,3,5,0,0,0,0,0,40,5,0
63,48,2,149640,1,9,1,7,1,0,0,0,0,40,0,0
64,42,2,116632,9,16,1,3,1,0,0,0,0,45,0,1
65,29,2,105598,5,10,2,10,0,0,0,0,0,58,0,0
66,36,2,155537,1,9,1,6,1,0,0,0,0,40,0,0
67,28,2,183175,5,10,2,0,0,0,1,0,0,40,0,0
68,53,2,169846,1,9,1,0,2,0,1,0,0,40,0,1
69,49,6,191681,5,10,1,1,1,0,0,0,0,50,0,1
70,25,5,200681,5,10,0,5,3,0,0,0,0,40,0,0
71,19,2,101509,5,10,0,3,3,0,0,0,0,32,0,0
72,31,2,309974,0,13,4,5,3,1,1,0,0,40,0,0
73,29,1,162298,0,13,1,5,1,0,0,0,0,70,0,1
74,23,2,211678,5,10,0,9,0,0,0,0,0,40,0,0
75,79,2,124744,5,10,1,3,5,0,0,0,0,20,0,0
76,27,2,213921,1,9,0,4,3,0,0,0,0,40,4,0
77,40,2,32214,6,12,1,0,1,0,0,0,0,40,0,0
78,67,5,212759,12,6,1,5,1,0,0,0,0,2,0,0
79,18,2,309634,2,7,0,4,3,0,1,0,0,22,0,0
80,31,4,125927,8,4,1,8,1,0,0,0,0,40,0,0
81,18,2,446839,1,9,0,5,0,0,0,0,0,30,0,0
82,52,2,276515,0,13,1,4,1,0,0,0,0,40,1,0
83,46,2,51618,1,9,1,4,2,0,1,0,0,40,0,0
84,59,2,159937,1,9,1,5,1,0,0,0,0,48,0,0
85,44,2,343591,1,9,2,6,0,0,1,14344,0,40,0,1
86,53,2,346253,1,9,2,5,3,0,1,0,0,35,0,0
87,49,4,268234,1,9,1,11,1,0,0,0,0,40,0,1
88,33,2,202051,3,14,1,3,1,0,0,0,0,50,0,0
89,30,2,54334,4,5,0,5,0,0,0,0,0,40,0,0
90,43,3,410867,9,16,0,3,0,0,1,0,0,50,0,1
91,57,2,249977,7,11,1,3,1,0,0,0,0,40,0,0
92,37,2,286730,5,10,2,6,4,0,1,0,0,40,0,0
93,28,2,212563,5,10,2,9,4,1,1,0,0,25,0,0
94,30,2,117747,1,9,1,5,2,2,1,0,1573,35,5,0
95,34,4,226296,0,13,1,11,1,0,0,0,0,40,0,1
96,29,4,115585,5,10,0,2,0,0,0,0,0,50,0,0
97,48,1,191277,9,16,1,3,1,0,0,0,1902,60,0,1
98,37,2,202683,5,10,1,5,1,0,0,0,0,48,0,1
99,48,2,171095,6,12,2,1,4,0,1,0,0,40,8,0
100,32,3,249409,1,9,0,4,3,1,0,0,0,40,0,0
101,76,2,124191,3,14,1,1,1,0,0,0,0,40,0,1
102,44,2,198282,0,13,1,1,1,0,0,15024,0,60,0,1
103,47,1,149116,3,14,0,3,0,0,1,0,0,50,0,0
104,20,2,188300,5,10,0,10,3,0,1,0,0,40,0,0
105,29,2,103432,1,9,0,6,0,0,0,0,0,40,0,0
106,32,6,317660,1,9,1,6,1,0,0,7688,0,40,0,1
107,17,5,304873,12,6,0,5,3,0,1,34095,0,32,0,0
108,30,2,194901,2,7,0,2,3,0,0,0,0,40,0,0
109,31,4,189265,1,9,0,0,0,0,1,0,0,40,0,0
110,42,2,124692,1,9,1,2,1,0,0,0,0,40,0,0
111,24,2,432376,0,13,0,5,5,0,0,0,0,40,0,0
112,38,2,65324,10,15,1,3,1,0,0,0,0,40,0,1
113,56,1,335605,1,9,1,4,1,0,0,0,1887,50,9,1
114,28,2,377869,5,10,1,5,2,0,1,4064,0,25,0,0
115,36,2,102864,1,9,0,9,3,0,1,0,0,40,0,0
116,53,2,95647,4,5,1,2,1,0,0,0,0,50,0,0
117,56,6,303090,5,10,1,5,1,0,0,0,0,50,0,0
118,49,4,197371,7,11,1,6,1,1,0,0,0,40,0,1
119,55,2,247552,5,10,1,5,1,0,0,0,0,56,0,0
120,22,2,102632,1,9,0,6,0,0,0,0,0,41,0,0
121,21,2,199915,5,10,0,4,3,0,1,0,0,40,0,0
122,40,2,118853,0,13,1,1,1,0,0,0,0,60,0,0
123,30,2,77143,0,13,0,1,3,1,0,0,0,40,10,0
124,29,0,267989,0,13,1,3,1,0,0,0,0,50,0,1
125,19,2,301606,5,10,0,4,3,1,0,0,0,35,0,0
126,47,2,287828,0,13,1,1,2,0,1,0,0,40,0,1
127,20,2,111697,5,10,0,0,3,0,1,0,1719,28,0,0
128,31,2,114937,6,12,1,0,1,0,0,0,0,40,0,1
129,35,5,129305,1,9,1,5,1,0,0,0,0,40,0,0
130,39,2,365739,5,10,2,6,0,0,0,0,0,40,0,0
131,28,2,69621,6,12,0,5,0,0,1,0,0,60,0,0
132,24,2,43323,1,9,0,4,0,0,1,0,1762,40,0,0
133,38,1,120985,1,9,1,6,1,0,0,4386,0,35,0,0
134,37,2,254202,0,13,1,5,1,0,0,0,0,50,0,0
135,46,2,146195,6,12,2,10,0,1,1,0,0,36,0,0
136,38,3,125933,3,14,1,3,1,0,0,0,0,40,11,1
137,43,1,56920,1,9,1,6,1,0,0,0,0,60,0,0
138,27,2,163127,7,11,1,0,2,0,1,0,0,35,0,0
139,20,2,34310,5,10,0,5,3,0,0,0,0,20,0,0
140,49,2,81973,5,10,1,6,1,2,0,0,0,40,0,1
141,61,6,66614,1,9,1,6,1,0,0,0,0,40,0,0
142,27,2,232782,5,10,0,5,3,0,1,0,0,40,0,0
143,19,2,316868,5,10,0,4,3,0,0,0,0,30,4,0
144,45,2,196584,7,11,0,3,0,0,1,0,1564,40,0,1
145,70,2,105376,5,10,0,10,5,0,0,0,0,40,0,0
146,31,2,185814,1,9,0,7,4,1,1,0,0,30,0,0
147,22,2,175374,5,10,1,4,1,0,0,0,0,24,0,0
148,36,2,108293,1,9,6,4,4,0,1,0,0,24,0,0
149,64,2,181232,2,7,1,6,1,0,0,0,2179,40,0,0
150,43,5,174662,5,10,2,5,0,0,1,0,0,40,0,0
151,47,4,186009,5,10,2,0,4,0,1,0,0,38,4,0
152,34,2,198183,1,9,0,0,0,0,1,0,0,40,0,0
153,33,2,163003,0,13,0,1,5,2,1,0,0,40,12,0
154,21,2,296158,1,9,0,6,3,0,0,0,0,35,0,0
155,52,5,252903,1,9,2,5,0,0,0,0,0,45,0,1
156,48,2,187715,1,9,1,6,1,0,0,0,0,46,0,0
157,23,2,214542,0,13,0,2,0,0,0,0,0,40,0,0
158,71,1,494223,5,10,4,5,4,1,0,0,1816,2,0,0
159,29,2,191535,1,9,2,6,0,0,0,0,0,60,0,0
160,42,2,228456,0,13,4,4,5,1,0,0,0,50,0,0
161,68,5,38317,13,2,2,5,0,0,1,0,0,20,0,0
162,25,2,252752,1,9,0,4,4,0,1,0,0,40,0,0
163,44,6,78374,3,14,2,1,4,2,1,0,0,40,0,0
164,28,2,88419,1,9,0,1,0,2,1,0,0,40,8,0
165,45,1,201080,3,14,1,5,1,0,0,0,0,40,0,1
166,36,2,207157,5,10,2,4,4,0,1,0,0,40,4,0
167,39,3,235485,6,12,0,1,0,0,0,0,0,42,0,0
168,46,0,102628,3,14,6,11,4,0,0,0,0,40,0,0
169,18,2,25828,2,7,0,2,3,0,0,0,0,16,0,0
170,66,4,54826,7,11,6,3,0,0,1,0,0,20,0,0
171,27,2,124953,1,9,0,4,0,0,0,0,1980,40,0,0
172,28,0,175325,1,9,1,11,1,0,0,0,0,40,0,0
173,51,2,96062,5,10,1,5,1,0,0,0,1977,40,0,1
174,27,2,428030,0,13,0,6,0,0,0,0,0,50,0,0
175,28,0,149624,0,13,1,3,1,0,0,0,0,40,0,1
176,27,2,253814,1,9,3,5,4,0,1,0,0,25,0,0
177,21,2,312956,1,9,0,6,3,1,0,0,0,40,0,0
178,34,2,483777,1,9,0,2,0,1,0,0,0,40,0,0
179,18,2,183930,1,9,0,4,3,0,0,0,0,12,0,0
180,33,2,37274,0,13,1,3,1,0,0,0,0,65,0,0
181,44,4,181344,5,10,1,1,1,1,0,0,0,38,0,1
182,43,2,114580,5,10,2,0,0,0,1,0,0,40,0,0
183,30,2,633742,5,10,0,6,0,1,0,0,0,45,0,0
184,40,2,286370,8,4,1,9,1,0,0,0,0,40,4,1
185,37,3,29054,5,10,1,0,1,0,0,0,0,42,0,1
186,34,2,304030,1,9,1,0,1,1,0,0,0,40,0,0
187,41,1,143129,0,13,2,1,0,0,1,0,0,40,0,0
188,53,5,135105,0,13,2,5,0,0,1,0,0,50,0,0
189,31,2,99928,3,14,1,3,2,0,1,0,0,50,0,0
190,58,0,109567,9,16,1,3,1,0,0,0,0,1,0,1
191,38,2,155222,5,10,2,9,0,1,1,0,0,28,0,0
192,24,2,159567,5,10,1,9,1,0,0,0,0,40,0,0
193,41,4,523910,0,13,1,6,1,1,0,0,0,40,0,0
194,47,2,120939,5,10,1,10,1,0,0,0,0,45,0,0
195,41,3,130760,0,13,1,10,1,0,0,0,0,24,0,0
196,23,2,197387,11,3,1,7,5,0,0,0,0,40,4,0
197,36,2,99374,5,10,2,6,0,0,0,0,0,40,0,0
198,40,3,56795,3,14,0,1,0,0,1,14084,0,55,0,1
199,35,2,138992,3,14,1,3,5,0,0,7298,0,40,0,1
200,24,1,32921,1,9,0,5,0,0,0,0,0,40,0,0
201,26,2,397317,3,14,0,3,0,0,1,0,1876,40,0,0
202,19,5,170653,1,9,0,5,3,0,0,0,0,40,13,0
203,51,2,259323,0,13,1,1,1,0,0,0,0,50,0,1
204,42,4,254817,5,10,0,3,0,0,1,0,1340,40,0,0
205,37,0,48211,1,9,2,0,4,0,1,0,0,35,0,0
206,18,2,140164,2,7,0,5,3,0,1,0,0,40,0,0
207,36,2,128757,0,13,1,4,1,1,0,7298,0,36,0,1
208,35,2,36270,1,9,2,6,0,0,0,0,0,60,0,0
209,58,6,210563,1,9,1,5,2,0,1,15024,0,35,0,1
210,17,2,65368,2,7,0,5,3,0,1,0,0,12,0,0
211,44,4,160943,1,9,1,7,1,1,0,0,0,40,0,0
212,37,2,208358,1,9,1,6,1,0,0,0,0,40,0,1
213,35,2,153790,5,10,0,5,0,3,1,0,0,40,0,0
214,60,2,85815,1,9,1,6,1,2,0,0,0,40,0,0
215,54,6,125417,8,4,1,9,1,0,0,0,0,40,0,1
216,37,2,635913,0,13,0,1,0,1,0,0,0,60,0,1
217,50,2,313321,6,12,2,5,0,0,1,0,0,40,0,0
218,38,2,182609,0,13,1,5,1,0,0,0,0,50,14,0
219,45,2,109434,0,13,1,3,1,0,0,0,0,55,0,0
220,25,2,255004,12,6,0,6,0,0,0,0,0,40,0,0
221,31,2,197860,5,10,1,2,1,0,0,0,0,40,0,0
222,64,5,187656,13,2,2,5,0,0,0,0,0,40,0,0
223,90,2,51744,1,9,0,4,0,1,0,0,2206,40,0,0
224,54,2,176681,1,9,1,0,1,1,0,0,0,20,0,0
225,53,4,140359,14,1,0,9,0,0,1,0,0,35,0,0
226,18,2,243313,1,9,0,5,3,0,1,0,0,40,0,0
227,60,5,24215,12,6,2,5,0,3,1,0,0,10,0,0
228,66,1,167687,1,9,1,8,1,0,0,1409,0,50,0,0
229,75,2,314209,7,11,6,0,0,0,1,0,0,20,15,0
230,65,2,176796,1,9,2,0,0,0,1,0,0,40,0,0
231,35,2,538583,2,7,4,7,0,1,0,3674,0,40,0,0
232,41,2,130408,1,9,2,5,4,1,1,0,0,38,0,0
233,25,2,159732,5,10,0,0,0,0,0,0,0,42,0,0
234,33,2,110978,5,10,2,6,5,4,1,0,0,40,0,0
235,28,2,76714,10,15,0,3,0,0,0,0,0,55,0,1
236,59,0,268700,1,9,1,4,1,0,0,0,0,40,0,0
237,40,0,170525,5,10,0,0,0,0,1,0,0,38,0,0
238,41,2,180138,0,13,1,1,1,0,0,0,0,50,11,1
239,38,4,115076,3,14,1,1,1,0,0,0,0,70,0,1
240,23,2,115458,1,9,0,7,3,0,0,0,0,40,0,0
241,40,2,347890,0,13,1,3,1,0,0,0,0,40,0,1
242,41,1,196001,1,9,1,4,2,0,1,0,0,20,0,0
243,24,0,273905,6,12,1,11,1,0,0,0,0,50,0,0
244,20,5,119156,5,10,0,5,3,0,0,0,0,20,0,0
245,38,2,179488,5,10,2,6,0,0,0,0,1741,40,0,0
246,56,2,203580,1,9,1,0,1,0,0,0,0,35,5,0
247,58,2,236596,1,9,1,0,1,0,0,0,0,45,0,1
248,32,2,183916,1,9,0,4,0,0,1,0,0,34,0,0
249,40,2,207578,6,12,1,10,1,0,0,0,1977,60,0,1
250,45,2,153141,1,9,1,0,1,0,0,0,0,40,5,0
251,41,2,112763,10,15,1,3,2,0,1,0,0,40,0,1
252,42,2,390781,0,13,1,0,2,1,1,0,0,40,0,0
253,59,4,171328,12,6,6,4,4,1,1,0,0,30,0,0
254,19,4,27382,5,10,0,0,3,0,0,0,0,40,0,0
255,58,2,259014,5,10,0,7,0,0,0,0,0,20,0,0
256,42,1,303044,1,9,1,8,1,2,0,0,0,40,16,1
257,20,2,117789,1,9,0,4,3,0,1,0,0,40,0,0
258,32,2,172579,1,9,4,4,0,0,1,0,0,30,0,0
259,45,2,187666,7,11,6,1,0,0,1,0,0,45,0,0
260,50,2,204518,8,4,2,6,0,0,0,0,0,40,0,0
261,36,2,150042,0,13,2,3,3,0,1,0,0,40,0,0
262,45,2,98092,1,9,1,5,1,0,0,0,0,60,0,0
263,17,2,245918,2,7,0,4,3,0,0,0,0,12,0,0
264,59,2,146013,5,10,1,5,1,0,0,4064,0,40,0,0
265,26,2,378322,2,7,1,6,1,0,0,0,0,40,0,0
266,37,6,257295,5,10,1,1,1,2,0,0,0,75,17,1
267,19,5,218956,5,10,0,5,3,0,0,0,0,24,9,0
268,64,2,21174,1,9,1,1,1,0,0,0,0,40,0,1
269,33,2,185480,0,13,0,3,0,0,1,0,0,45,0,0
270,33,2,222205,1,9,1,6,2,0,1,0,0,40,0,1
271,61,2,69867,1,9,1,1,1,0,0,0,0,40,0,1
272,17,2,191260,4,5,0,4,3,0,0,1055,0,24,0,0
273,50,1,30653,3,14,1,8,1,0,0,2407,0,98,0,0
274,27,4,209109,3,14,0,3,3,0,0,0,0,35,0,0
275,30,2,70377,1,9,2,3,3,0,1,0,0,40,0,0
276,43,2,477983,1,9,1,2,1,1,0,0,0,40,0,0
277,44,2,170924,5,10,1,6,1,0,0,7298,0,40,0,1
278,35,2,190174,5,10,0,1,0,0,1,0,0,40,0,0
279,25,2,193787,5,10,0,10,3,0,1,0,0,40,0,0
280,24,2,279472,5,10,1,9,2,0,1,7298,0,48,0,1
281,22,2,34918,0,13,0,3,0,0,1,0,0,15,10,0
282,42,4,97688,5,10,1,6,1,0,0,5178,0,40,0,1
283,34,2,175413,6,12,2,5,4,1,1,0,0,45,0,0
284,60,2,173960,0,13,2,3,0,0,1,0,0,42,0,0
285,21,2,205759,1,9,0,2,3,0,0,0,0,40,0,0
286,57,3,425161,3,14,1,5,1,0,0,15024,0,40,0,1
287,41,2,220531,10,15,1,3,1,0,0,0,0,60,0,1
288,50,2,176609,5,10,2,4,0,0,0,0,0,45,0,0
289,25,2,371987,0,13,0,1,0,0,1,0,0,40,0,0
290,50,2,193884,8,4,1,6,1,0,0,0,0,40,18,0
291,36,2,200352,0,13,1,3,1,0,0,0,0,45,0,0
292,31,2,127595,1,9,2,3,0,0,1,0,0,40,0,0
293,29,4,220419,0,13,0,11,0,0,0,0,0,56,0,0
294,21,2,231931,5,10,0,5,3,0,0,0,0,45,0,0
295,27,2,248402,0,13,0,10,4,1,1,0,0,40,0,0
296,65,2,111095,1,9,1,7,1,0,0,0,0,16,0,0
297,37,6,57424,0,13,2,5,0,0,1,0,0,60,0,0
298,39,5,157443,3,14,1,5,2,2,1,3464,0,40,5,0
299,24,2,278130,1,9,0,6,3,0,0,0,0,40,0,0
300,38,2,169469,1,9,2,5,0,0,0,0,0,80,0,0
301,48,2,146268,0,13,1,0,1,0,0,7688,0,40,0,1
302,21,2,153718,5,10,0,4,0,2,1,0,0,25,0,0
303,31,2,217460,1,9,1,7,1,0,0,0,0,45,0,1
304,55,2,238638,1,9,1,5,1,0,0,4386,0,40,0,1
305,24,2,303296,5,10,1,0,2,2,1,0,0,40,19,0
306,43,2,173321,1,9,2,0,0,0,1,0,0,40,0,0
307,26,2,193945,6,12,0,10,0,0,0,0,0,45,0,0
308,46,2,83082,6,12,0,3,0,0,1,0,0,33,0,0
309,35,2,193815,6,12,1,0,1,0,0,0,0,40,0,1
310,41,6,34987,5,10,1,8,1,0,0,0,0,54,0,1
311,26,2,59306,0,13,0,5,0,0,0,0,0,40,0,0
312,34,2,142897,3,14,1,1,1,2,0,7298,0,35,20,1
313,19,5,860348,5,10,0,5,3,1,1,0,0,25,0,0
314,36,1,205607,0,13,2,3,0,1,1,0,0,40,0,1
315,22,2,199698,5,10,0,5,3,0,0,0,0,15,0,0
316,24,2,191954,5,10,0,9,0,0,0,0,0,40,0,0
317,77,1,138714,5,10,1,5,1,0,0,0,0,40,0,0
318,22,2,399087,11,3,1,9,5,0,1,0,0,40,4,0
319,29,2,423158,5,10,0,10,0,0,1,0,0,40,0,0
320,62,2,159841,1,9,6,4,0,0,1,0,0,24,0,0
321,39,1,174308,1,9,1,1,1,0,0,0,0,40,0,0
322,43,2,50356,5,10,1,6,1,0,0,0,1485,50,0,0
323,35,2,186110,1,9,2,7,0,0,0,0,0,45,0,0
324,29,2,200381,2,7,0,1,0,0,1,0,0,40,0,0
325,76,1,174309,3,14,1,6,1,0,0,0,0,10,0,0
326,63,1,78383,1,9,1,8,1,0,0,0,0,45,0,0
327,23,5,211601,7,11,0,5,3,1,1,0,0,15,0,0
328,43,2,187728,5,10,1,3,2,0,1,0,1887,50,0,1
329,58,1,321171,1,9,1,2,1,0,0,0,0,40,0,0
330,66,2,127921,1,9,0,7,0,0,0,2050,0,55,0,0
331,41,2,206565,5,10,0,6,0,1,0,0,0,45,0,0
332,26,2,224563,0,13,0,0,0,0,0,0,0,40,0,0
333,47,2,178686,7,11,0,4,0,0,0,0,0,40,0,0
334,55,4,98545,12,6,1,0,1,0,0,0,0,40,0,0
335,53,2,242606,1,9,1,7,1,0,0,0,0,40,0,0
336,17,2,270942,11,3,0,4,5,0,0,0,0,48,4,0
337,30,2,94235,1,9,0,6,5,0,0,0,0,40,0,0
338,49,2,71195,3,14,0,3,0,0,0,0,0,60,0,0
339,19,2,104112,1,9,0,5,4,1,0,0,0,30,21,0
340,45,2,261192,1,9,1,4,1,1,0,0,0,40,0,0
341,26,2,94936,6,12,0,5,0,0,0,0,0,40,0,0
342,38,2,296478,7,11,1,6,1,0,0,7298,0,40,0,1
343,36,0,119272,1,9,1,11,1,0,0,7298,0,40,0,1
344,33,2,85043,1,9,0,8,0,0,0,0,0,20,0,0
345,22,0,293364,5,10,0,11,3,1,1,0,0,40,0,0
346,43,1,241895,0,13,0,5,0,0,0,0,0,42,0,0
347,67,5,36135,2,7,1,5,1,0,0,0,0,8,0,0
348,30,5,151989,7,11,2,5,4,0,1,0,0,40,0,0
349,56,2,101128,6,12,3,4,0,0,0,0,0,25,11,0
350,31,2,156464,0,13,0,3,3,0,0,0,0,25,0,0
351,33,2,117963,0,13,1,1,1,0,0,0,0,40,0,1
352,26,2,192262,1,9,1,4,1,0,0,0,0,40,0,0
353,33,2,111363,0,13,1,1,1,0,0,0,0,40,0,1
354,46,4,329752,2,7,1,7,1,0,0,0,0,30,0,0
355,59,5,372020,0,13,1,5,1,0,0,0,0,40,0,1
356,38,3,95432,1,9,1,0,1,0,0,0,0,40,0,1
357,65,2,161400,2,7,6,4,4,4,0,0,0,40,0,0
358,40,2,96129,7,11,1,10,1,0,0,0,0,40,0,1
359,42,2,111949,1,9,1,0,2,0,1,0,0,35,0,0
360,26,1,117125,4,5,1,6,1,0,0,0,0,40,22,0
361,36,2,348022,12,6,1,4,2,0,1,0,0,24,0,0
362,62,2,270092,3,14,1,3,1,0,0,0,0,40,0,1
363,43,2,180609,0,13,1,7,1,0,0,0,0,45,0,0
364,43,2,174575,0,13,2,1,0,0,0,0,1564,45,0,1
365,22,2,410439,1,9,3,5,0,0,0,0,0,55,0,0
366,28,2,92262,1,9,1,6,1,0,0,0,0,40,0,0
367,56,1,183081,5,10,1,5,1,0,0,0,0,45,0,0
368,22,2,362589,6,12,0,5,0,0,1,0,0,15,0,0
369,57,2,212448,0,13,2,1,0,0,1,0,0,45,0,1
370,39,2,481060,1,9,2,5,4,0,1,0,0,40,0,0
371,26,3,185885,5,10,0,0,4,0,1,0,0,15,0,0
372,17,2,89821,2,7,0,4,3,0,0,0,0,10,0,0
373,40,0,184018,7,11,1,9,1,0,0,0,0,38,0,1
374,45,2,256649,1,9,1,9,1,1,0,0,0,40,0,0
375,44,2,160323,1,9,0,6,0,1,0,0,0,40,0,0
376,20,4,350845,5,10,0,0,3,0,1,0,0,10,0,0
377,33,2,267404,1,9,1,6,2,0,1,0,0,40,0,0
378,23,2,35633,5,10,0,5,0,0,0,0,0,40,0,0
379,46,1,80914,3,14,2,1,0,0,0,0,0,30,0,0
380,38,2,172927,1,9,1,5,1,0,0,0,0,50,0,0
381,54,2,174319,1,9,2,7,0,0,0,0,0,40,0,0
382,46,2,214955,11,3,2,6,0,0,1,0,2339,45,0,0
383,25,2,344991,5,10,1,6,1,0,0,0,0,40,0,0
384,46,2,108699,5,10,2,5,0,0,1,0,0,40,0,0
385,36,4,117312,5,10,1,7,2,0,1,0,0,40,0,0
386,23,2,396099,1,9,0,4,0,0,1,0,0,25,0,0
387,29,2,134152,1,9,4,9,0,0,0,0,0,40,0,0
388,44,2,162028,5,10,1,0,2,0,1,0,2415,6,0,1
389,19,2,25429,5,10,0,0,3,0,1,0,0,16,0,0
390,19,2,232392,1,9,0,4,5,0,1,0,0,40,0,0
391,35,2,220098,1,9,1,4,2,0,1,0,0,40,0,1
392,27,2,301302,0,13,0,6,0,0,0,0,0,50,0,0
393,46,1,277946,6,12,4,6,0,0,0,0,0,40,0,0
394,34,0,98101,0,13,1,1,1,0,0,7688,0,45,5,1
395,34,2,196164,1,9,0,4,0,0,1,0,0,35,0,0
396,44,2,115562,5,10,1,10,1,0,0,0,0,40,0,0
397,45,2,96975,5,10,2,2,4,0,1,0,0,40,0,0
398,20,5,137300,1,9,0,5,5,0,1,0,0,35,0,0
399,25,2,86872,0,13,1,1,1,0,0,0,0,55,0,1
400,52,6,132178,0,13,1,1,1,0,0,0,0,50,0,1
401,20,2,416103,5,10,0,2,3,0,0,0,0,40,0,0
402,28,2,108574,5,10,0,4,0,0,1,0,0,40,0,0
403,50,0,288353,0,13,1,11,1,0,0,0,0,40,0,1
404,34,2,227689,7,11,2,10,0,0,1,0,0,64,0,0
405,28,2,166481,8,4,1,2,1,4,0,0,2179,40,6,0
406,41,2,445382,3,14,1,1,1,0,0,0,1977,65,0,1
407,28,2,110145,1,9,1,0,1,0,0,0,0,40,0,0
408,46,1,317253,1,9,1,6,1,0,0,0,0,25,0,0
409,28,5,123147,5,10,1,5,2,0,1,0,1887,40,0,1
410,32,2,364657,5,10,1,1,1,0,0,0,0,50,0,0
411,41,4,42346,5,10,2,4,0,1,1,0,0,24,0,0
412,24,2,241951,1,9,0,2,4,1,1,0,0,40,0,0
413,33,2,118500,5,10,2,1,4,0,1,0,0,40,0,0
414,46,2,188386,9,16,1,1,1,0,0,15024,0,60,0,1
